label
COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1
COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)CC4)cc1
COc1cc(Br)c([C@H]2OC[C@]3(O)[C@@H](c4cc(OC)c(OC)cc4Br)OC[C@H]23)cc1OC
O[C@]12CO[C@H](c3ccc4c(c3)OCO4)[C@H]1CO[C@@H]2c1ccc2c(c1)OCO2
Cc1nc2c(O)nc(O)nc2[nH]1
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
C[C@@H]1CC[C@]2(O)C(=O)CCC3C([C@H]12)C3(C)C
CC1(C)C2CCC(=O)[C@@]3(C)CC[C@](C)(O)[C@H]3C21
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1
C=CC1CN2CCC1CC2C(OC(=O)c1ccccc1)c1ccnc2ccccc12
COc1ccc2c(c1)[nH]c1c(C)nccc12
COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2
COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2
COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3
COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
CCOc1cc2c(cc1OC)CC[N+]1(C)Cc3c(ccc(OC)c3OCC)CC21
COc1cc2c3cc1Oc1c(O)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@H]3N(C)CC2)N(C)CC4
COc1cc2c3c(c1O)-c1ccccc1CC3N(C)CC2
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1NCCc3cc(OC)c(cc31)Oc1c(O)c(OC)cc3c1CCN(C)C3C2
COc1cc2c(c(OC)c1OC)CC1c3c(cc4c(c3-2)OCO4)CCN1C
COc1cc2c(cc1OC)-c1c3c(c(OC)c4c1[C@H](C2)N(C)CC4)OCO3
c1cc2c(c3c1CC1NCCc4cc5c(c-3c41)OCO5)OCO2
COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1CCN(C)[C@@H]3C2
COc1cc(O)c2cc1Oc1ccc(cc1)CC1=NCCc3cc(OC)c(cc31)Oc1c(OC)c(OC)c(OC)c3c1[C@H](C2)N(C)CC3
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1C(C2)N(C)CC3
COc1cc2c(cc1OC)CN1CCc3cc(OC)c(OC)cc3C1C2
CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(=NO)CCC32)C1
C[C@]12CCC3C(CC(=O)[C@H]4CC(=O)CC[C@]34C)C1CC[C@@H]2O
CCOC(=O)c1ccc(O)cc1
CC(=O)OC1CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4C(C)CCCC(C)C)C3CC(=O)[C@@]2(OC(C)=O)C1
CC(C)CCCC(C)[C@H]1CCC2C3CC(=O)[C@@]4(O)CCCC[C@]4(C)C3CC[C@@]21C
CC(=O)OC1C=C2[C@H](OC(C)=O)CC3C(CC[C@@]4(C)C3CC[C@@H]4C(C)CCCC(C)C)[C@@]2(C)CC1
CO[C@@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4C(C)CCCC(C)C)C3CC(=O)[C@@]2(O)C1
CC1(C)OC2C(COC(=O)c3ccccc3)OC(n3cnc4c(O)ncnc43)C2O1
O=C(OCC1OC(n2cnc3c(O)ncnc32)C2OC(=S)OC12)c1ccccc1
CO[C@@H]1CC2C(C[C@@]1(C)OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C2(C)C
CC1(C)C2C[C@@H](OC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)[C@](C)(O)CC21
CC1(C)C2C[C@@](C)(O)[C@H](N3CCOCC3)C[C@H]21
CC(CCC(=O)O)C1CCC2C3CCC4C[C@H](O)CC[C@]4(C)C3=CC(=O)[C@]12C
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
COC(=O)CCC(C)C1CCC2C3CCC4C[C@H](OC(=O)c5ccccc5)CC[C@]4(C)C3C[C@H](OC(=O)c3ccccc3)[C@]12C
CC(CCC(=O)O)C1CCC2=C3CCC4CC(=O)CCC4(C)C3CC(=O)C21C
CC1(C)CC[C@@]2(C(=O)O)C(C1)C1=CCC3[C@@]4(C)CC[C@H](O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O
Nc1c2ncn([C@@H]3O[C@H](CO)C(O)C3O)c2nc[n+]1[O-]
CCCCCCCCCn1c2c(c3ccccc31)CC(C(=O)O)NC2
CNc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(=NOC)c4csc(N)n4)C3SC2)s1
O=c1ccc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2o1
CC(C)CCCC(C)[C@H]1CCC2C3CC4OC45CC(OC(=O)c4ccccc4)CC[C@]5(C)C3CC[C@@]21C
COC(=O)c1ccc(O)cc1O
O=c1c2ccccc2nc2n1CCC2O
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)Cc1ccccc1O)CC2
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)CC#CCOC(=O)c1ccccc1Br)CC2
COc1c(O)c(O)c2c(=O)cc(-c3ccccc3)oc2c1OC
COc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O
COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O
COc1cc2ccc(=O)oc2cc1O[C@@H]1OC(CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1OC(C)=O
COc1cc2ccc(=O)oc2c(O)c1OCC=C(C)C
CC(C)(O)C1CC[C@](C)(C2[C@@H](O)C[C@@]3(C)C4C[C@H](O)C5C(C)(C)[C@@H](OC6OCC(O)C(O)C6O)CC[C@@]56C[C@@]46CC[C@]23C)O1
CC1(C)C(OC2OCC(O)C(O)C2O)CC[C@]23C[C@]24CC[C@]2(C)C([C@@]5(C)CC[C@@H](C(C)(C)OC6OC(CO)C(O)C(O)C6O)O5)[C@@H](O)C[C@@]2(C)C4C[C@H](OC2OC(CO)C(O)C(O)C2O)C13
C[C@@H]1C[C@H]2O[C@]3(C[C@@]4(C)C5[C@@H](O)CC6C(C)(C)[C@@H](OC7OCC(O)C(O)C7O)CC[C@@]67C[C@@]57CC[C@]4(C)C13)OC2C(C)(C)O
CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O)C5C(C)(C)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@](C)(O)C6O)CC[C@@]56C[C@@]46CC[C@]23C)O1
C[C@H]1O[C@H](O[C@H]2C[C@@H]3[C@]4(CC[C@]5(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]35C)C[C@@]43CC[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)C23)[C@@H](O)[C@@H](O)[C@@H]1O
COc1cc2c(c(OC)c1OC)-c1ccc(NCCO)c(=O)cc1[C@@H](NC(C)=O)CC2
COc1c2occc2c(OC)c2c(=O)c(C)coc12
CC1OC(O[C@H]2C[C@](O)(C(=O)CBr)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)CC(N)C1O
CC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CN1C(=O)c2ccccc2C1=O)C[C@@H]3OC1CC(N)C(O)C(C)O1
CNC(=S)N[C@H]1C[C@H](O[C@H]2C[C@](O)(C(C)=O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)O[C@@H](C)[C@H]1O
Cn1c(N)nc2c(ncn2C2OC(CO)C(O)C2O)c1=O
O=C(Cc1ccccc1)c1ccc(O)cc1O
COc1cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c(O)c1C(C)=O
COc1c2c(c3occ(-c4ccc5c(c4)OCO5)c(=O)c3c1OC)C=CC(C)(C)O2
CC(C)=CCc1cc2c(cc1O)OCC1c3ccc(O)c(CC=C(C)C)c3OC21
CC1(C)CC(=O)c2c(O)cc(O)cc2O1
COc1cc(OC)c2c(c1)OC(C)(C)CC2=O
CC(=O)[C@H]1C[C@]2(O)[C@@H](C(C)C)CC[C@]2(C)C[C@@H]1O
CCN1CCc2cc(OC)c(OC)cc2C1Cc1ccc(OC)c(OC)c1
COc1ccc(C=Cc2cc(OC)c(OC)cc2CCN(C)C)cc1OC
CCOc1ccc(C(=O)N2CCc3cc(OC)c(OC)cc3C2CC2CC3c4cc(OC)c(OC)cc4CCN3CC2CC)cc1
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1c2cc(OC)c(OC)cc2CCN1C(=O)CC(C)C
CN1CCc2cc3c(c4c2[C@H]1Cc1ccccc1-4)OCO3
COC1=CC23CCN(C)C(Cc4ccc(OC)c(O)c42)C3=CC1=O
COc1cc2c(cc1OC)C(Cc1ccc(OCCC#N)cc1)N(C)CC2
C[N+]1(C)CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3
CCCOc1ccc(C(=O)OC[C@@H]2CCC[N+]3(C)CCCCC23)cc1
COc1ccc2c(c1)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3
CC[N+]1(C)CCc2cc3c(c4c2C1Cc1ccc(OC)cc1-4)OCO3
COC1=CC23CC[N+](C)(C)C(Cc4ccc(OC)c(O)c42)C3=CC1=O
CC(=O)OCC1(C(N)=O)OC12CCC1C3CC=C4CC(OC(C)=O)CCC4(C)C3CCC12C
CCN1C[C@]2(C)CCC(OC)C34C5CC6CC[C@@](O)(C5C(=O)O6)C([C@@H](O)C32)[C@H]14
C=C1[C@@H]2CC3(C4CC5C6(C(O)CC[C@@]5(C)CN(CC)[C@@H]46)C3C[C@H]2O)[C@@H]1O
CCN1C[C@]2(COC)CCC(OC)C34C5CC6[C@@H](OC)C[C@@](O)(C5[C@H]6O)[C@](O)([C@@H](OC)C32)[C@H]14
OCC1CCCN2CCCCC12
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
COc1c2c(nc3occc13)C(CCC(C)(C)O)(OC)C(O)CC2
CC(=CCOc1cc(=O)[nH]c2ccccc12)CCC(O)C(C)(C)O
COc1ccc2[nH]c(=O)c3c(c2c1)OC(C)(C)C=C3
C=C1C(=O)OC23C(CC[C@@]4(C)OC24)C(C)CC[C@@H]13
CC(=O)OC1CC(C)=C2C(=O)C=C(C)C2C2OC(=O)C(C)C12
COc1ccc(C2OC[C@@H]3[C@@H](c4ccc(OC)c(OC)c4)OC[C@H]23)cc1OC
C[C@@H]1C[C@H]2O[C@]3(C[C@@]4(C)C5[C@@H](O)CC6C(C)(C)[C@@H](OC7OCC(O)C(O)C7O)CC[C@@]67C[C@@]57CC[C@]4(C)C13)OC2C(C)(C)O
CC(C)(O)C1CC[C@](C)(C2[C@@H](O)C[C@@]3(C)C4C[C@H](OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)[C@@H](OC6OCC(O)C(O)C6O)CC[C@@]56C[C@@]46CC[C@]23C)O1
CCc1c(OC)c2c([nH]c1=O)C1=C(CC2)OC(C)(C)CC1
CCc1c(OC)c2c([nH]c1=O)C(CCC(C)(C)O)(OC)C(O)CC2
CC(C)(O)C1CC[C@](C)(C2[C@@H](O)C[C@@]3(C)C4C[C@H](OC5OCC(O)C(O)C5O)C5C(C)(C)[C@@H](OC6OCC(O)C(O)C6O)CC[C@@]56C[C@@]46CC[C@]23C)O1
CC(=O)OC1[C@H](O[C@H]2CC[C@]34CC35CC[C@]3(C)[C@@H]([C@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)C5C[C@H](O[C@H]3OCC(O)[C@@H](O)C3O)C4C2(C)C)OCC(O)[C@@H]1OC(C)=O
CC(=O)OC1[C@H](O[C@H]2CC[C@]34CC35CC[C@]3(C)[C@@H]([C@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)C5C[C@H](O[C@H]3OCC(O)[C@@H](O)C3O)C4C2(C)C)OCC(O)[C@@H]1O
CC(=O)O[C@H]1[C@H](O)CO[C@@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)C4C2(C)C)[C@@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
COc1ccc(C(=O)O)c(O)c1
COc1ccc(C=CC(=O)c2ccc(O)cc2)cc1
COc1ccc(C(=O)O)c(OC)c1
COc1ccc2ccc(=O)oc2c1OC
C=CCc1c(O)cc(OC)c2c(=O)c(OC)c(C)oc12
Cc1cc(=O)c2c(O)cccc2o1
Cc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12
COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1C
COc1cc(O)c2c(=O)c(OC)c(C)oc2c1OC
COc1c(C)oc2cc(OCc3ccccc3)cc(OC)c2c1=O
O=C(C=Cc1ccccc1OCc1ccccc1)c1ccc(O)cc1O
COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C
COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1O
CC(C)=CCC[C@](C)(O)C1CC[C@]2(C)C1CCC1[C@@]3(C)CCC(=O)C(C)(C)C3CC[C@]12C
C=CC(C)(C)c1c2c(c(O)c3ccc(=O)oc13)C(=O)CC(C)(C)O2
CC1CCC2C1C1C(CCC2(C)O)C1(C)C
CC(=O)O[C@H]1CCC2[C@@](O)(CC[C@H]3[C@]4(C)CC[C@H]([C@H](C)CCC=C(C)C)[C@@]4(C)CC[C@@]23C)C1(C)C
CC(=O)OC1CCC2(C)C3CC[C@]4(C)C(=CCC5(C)CCC(C)(C)CC54)C3(C)CCC2C1(C)C
CCCCCCCCCCCc1c(O)c(O)cc2nc3ccc(OC)cc3nc12
CCN1C[C@@]2(COC)C3[C@@H](OC)[C@H]4C1[C@@]3(C1C[C@]3(O)[C@@H](OC)C[C@@]4(OC(C)=O)C1[C@H]3OC(=O)c1ccc(OC)c(OC)c1)[C@@H](OC)C[C@H]2O
COc1cc(OC)c2ccc(=O)oc2c1CC(O)C(C)(C)O
COc1c(O)cc2c(c1O)[C@@H]1OC(CO)[C@@H](O)C(O)C1OC2=O
CC1(C)C(=O)C=C[C@@]2(C)C1=C(O)C(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321
CCCCCCCCCCCC1=C(O)C(=O)C=C(Nc2ccccc2)C1=O
CCCCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O
CC1=CC(=O)C2=C(C)CC(O)C3C(C)C(=O)OC3C12
C=C1C(=O)OC2CC3(C)CCCC(C)C34OC4C12
C=C1C(=O)OC2C1C(OC(=O)C(=CCO)CO)CC(C)=CCCC1(C)OC21
CC(=O)OC1C[C@H](O)[C@]2(C)C1C(C)C[C@@H]1OC(=O)C(CN3CCOCC3)[C@H]1C2OC(C)=O
CC1=CC[C@]23O[C@@]2(C)CC[C@H]2C(CN4CCCCC4)C(=O)OC2C13
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23
COc1cc(CC2c3cc(O)c(OC)cc3CCN2C)ccc1O
CC(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(C)=O)C3[C@]4(CO4)[C@@H](OC(C)=O)C[C@H](OC(C)=O)[C@@]3(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C(=C1C)C2(C)C
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12
C[C@H]1C2C(CC3C4CC[C@H]5CC(O)CC[C@]5(C)C4CCC32C)OC12CC[C@@H](C)CO2
CC(CCC(=O)O)[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
O=C(O)c1ccccc1O[C@@H]1O[C@H](CO)C(O)[C@H](O)C1O
C=C1CCC2C(C)(CCC(O)[C@@]2(C)CO[C@@H]2O[C@H](CO)C(O)[C@H](O)C2O)C1CC=C1C(=O)OCC1O
C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@@H]1CCC(=C)[C@@H]21
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)C(O)[C@H](O)C2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C
CC(=O)CCCCCCCCCCCCCCC1=C(C)C(=O)OC1=O
CC=Cc1ccc2oc(-c3ccc(O)cc3)c(C)c2c1
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12
COc1ccc(C(C)=O)c(O)c1
O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O
COc1cc(C(=O)O)ccc1O
CCCCCCCCCCCC1=C(OC)C(=O)C=C(OC)C1=O
CCC1=C(O)C(=O)C=C(O)C1=O
COc1cc(O)cc(O)c1C(=O)C=Cc1ccccc1
O=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
CC1(C)CC[C@]2(C)CC=C3[C@@](C)(CCC4[C@@]3(C)CCC3C(C)(C)C(=O)CC[C@@]34C)C2C1
CC(=O)OC[C@@]12CC=C3[C@@](C)(CCC4[C@@]3(C)CCC3C(C)(C)[C@@H](OC(C)=O)CC[C@@]34C)C1CC(C)(C)CC2
CC(=O)OC1CC[C@@]2(C)C(CCC3(C)C2CCC2C4C(C)C(C)=CCC4(OC(C)=O)CC[C@]23C)C1(C)C
CC(=O)OCC(C)[C@@H]1CCC2(COC(C)=O)CC[C@]3(C)C(CCC4C3(C)CCC3C(C)(C)C(OC(C)=O)CC[C@@]34C)C12
C[N+]1(C)CCc2cc3c(c4c2[C@@H]1CC41C=CC(=O)C=C1)OCO3
COc1cc(C)c2c(c1C)[C@@H]1OC(=O)[C@@H](C)[C@@H]1CC2
CC(=O)Oc1cc(C)c2c(c1C)[C@@H]1OC(=O)[C@@H](C)[C@@H]1CC2
COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1
COc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4
CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1
COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C
CCC(C)C(=O)O[C@@H]1C[C@@]2(C)[C@H](c3ccoc3)OC(=O)C[C@]23OC2(C)O[C@@]34[C@H](OC(=O)C(C)C)[C@@]3(O)[C@@H](OC(=O)C5(C)OC5C)[C@]5(C)CC3(O)[C@@](C)([C@H]5CC(=O)OC)[C@@]14O2
C=C1C2CC[C@H]3C4(C)CCC[C@@](C)(C(=O)O)[C@H]4CCC3(C2)[C@@H]1OC(C)=O
CCOCc1c(O)cc2c(c1OC)C(=O)c1ccccc1C2=O
CC(=O)Oc1ccc([C@@H]2c3c(OC(C)=O)cc(OC(C)=O)cc3[C@H]3[C@H](c4ccc(OC(C)=O)cc4)c4c(OC(C)=O)cc(OC(C)=O)cc4[C@@H]23)cc1
COc1ccc([C@H]2Oc3cc(OC)c([C@H]4[C@@H](c5ccc(OC)cc5)O[C@H](c5ccc(OC)cc5)[C@H]4c4cc(OC)cc(OC)c4)cc3[C@@H]2c2cc(OC)cc3c2[C@@H](c2cc(OC)cc(OC)c2)[C@H](c2ccc(OC)cc2)O3)cc1
COC(=O)[C@@]1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OCC(O)[C@H](O)C6O)[C@@](C)(CO)C5CC[C@]43C)[C@@H]2C1
CC1O[C@@H](OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)[C@H]1O
CC1(C)CCC2(C(=O)O)CC[C@]3(C)C(C=CC4[C@@]5(C)CCC(O[C@H]6O[C@H](CO)[C@@H](O)[C@@H]6O)C(C)(C)C5CC[C@]43C)C2C1
CC1=CC(=O)CC(C)(C)[C@@]1(O)C=C[C@@H](C)O
CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)C4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1
COC(=O)C(CCSC)NC(=O)C1OC(OC2C(OC3CC[C@@]4(C)C(CC[C@]5(C)C4C(=O)C=C4C6C[C@@](C)(C(=O)NC(CCSC)C(=O)OC)CCC6(C)CCC45C)C3(C)C)OC(C(=O)NC(CCSC)C(=O)OC)C(O)C2O)C(O)C(O)C1O
COC(=O)[C@]1(C)C=C2C3=CC(=O)C4[C@@]5(C)CCC(=O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1
Cc1ccsc1C=C(NC(=O)c1ccccc1)C(=O)N1CC2CC(C1)c1cccc(=O)n1C2
COC(=O)C1=CCC23CCC(C(C)(C=CC=C(C)C(=O)O)OC2=O)C3(OC(C)=O)CC1
